uwi,long,lat,lease,operator,fake_number
290,-102.679939,32.4814343,MILAN,LIME ROCK RESOURCES IV A LP,81
291,-102.7343328,32.4080629,UNIVERSITY LANDS 13 KEENE,LIME ROCK RESOURCES IV A LP,59
292,-102.7320773,32.3944015,UB 13-14,LIME ROCK RESOURCES IV A LP,51
293,-102.7457271,32.388677,UB 13-14,LIME ROCK RESOURCES IV A LP,13
294,-102.8242801,32.1905667,PARKER J E,XTO ENERGY INCORPORATED,11
295,-102.802509,32.152369,THREE BAR SHALLOW UNIT,APACHE CORPORATION,95
296,-102.5016028,32.1750833,UNIVERSITY 25 UNIT,ELEVATION RESOURCES LLC,14
297,-102.4043445,32.2501416,UNIVERSITY LANDS DIGGER,DIAMONDBACK EXPLORATION & PROD LLC,15
298,-102.2622278,32.3520889,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,67
299,-102.2623222,32.3520667,UNIVERSITY 7-43,PIONEER NATURAL RESOURCES USA INC,31
300,-102.8352278,32.1409556,UNIVERSITY `B11 18`,MEWBOURNE OIL COMPANY,50
301,-102.7750472,32.1610112,UNIVERSITY 11,OXY USA WTP LP,62
302,-102.389439,32.4744798,UNIVERSITY MCFARLAND 8 UNIT,OXY USA INC,88
303,-102.8018556,32.1508694,THREE BAR SHALLOW UNIT,APACHE CORPORATION,76
304,-102.2360139,32.4337111,UNIVERSITY LANDS MASON UNIT,DIAMONDBACK EXPLORATION & PROD LLC,75
305,-102.7069369,32.4432275,UNIVERSITY LANDS 14 TRITON,LIME ROCK RESOURCES IV A LP,63
306,-102.2259889,32.14045,CROSS BAR RANCH,RSP PERMIAN LLC,45
307,-102.8072039,32.190173,PARKER J E,XTO ENERGY INCORPORATED,9
308,-102.2258193,32.1405189,CROSS BAR RANCH,RSP PERMIAN LLC,57
309,-102.2982502,32.4491443,UNIVERSITY LANDS BUMBLE UNIT 5-36,DIAMONDBACK EXPLORATION & PROD LLC,21
310,-102.8082056,32.2084389,CARMICHAEL,APACHE CORPORATION,40
311,-102.8099511,32.2214456,PARKER OLA STATE 6,APACHE CORPORATION,91
312,-102.6299905,32.4166324,FISHER 5,LIME ROCK RESOURCES IV A LP,43
313,-102.629812,32.4164423,FISHER/GREAVES 8,LIME ROCK RESOURCES IV A LP,37
314,-102.7993773,32.2030094,CARMICHAEL,APACHE CORPORATION,68
315,-102.7991528,32.208925,CARMICHAEL,APACHE CORPORATION,94
316,-102.5872764,32.4580225,WAYNE,LIME ROCK RESOURCES IV A LP,10
317,-102.7997974,32.1530095,THREE BAR SHALLOW UNIT,APACHE CORPORATION,14
318,-102.79888,32.1526066,THREE BAR SHALLOW UNIT,APACHE CORPORATION,38
319,-102.7388256,32.43562,UNIVERSITY LANDS 13 HYPERION,LIME ROCK RESOURCES IV A LP,41
320,-102.8611486,32.2537567,WAPITI 12-11,ELK RIVER RESOURCES LLC,48
321,-102.6496806,32.1849722,UNIVERSITY 13,ARES ENERGY LIMITED,62
322,-102.2641,32.3525139,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,61
323,-102.7406881,32.3747906,UNIVERSITY LANDS 13 DOVER,LIME ROCK RESOURCES IV A LP,72
324,-102.6964758,32.447225,TITAN,LIME ROCK RESOURCES IV A LP,27
325,-102.2215303,32.1241644,CROSS BAR RANCH,RSP PERMIAN LLC,39
326,-102.8311472,32.1572678,UNIVERSITY B11 `6`,MEWBOURNE OIL COMPANY,37
327,-102.2214056,32.1241917,CROSS BAR RANCH,RSP PERMIAN LLC,33
328,-102.2268322,32.1402567,CROSS BAR RANCH,RSP PERMIAN LLC,99
329,-102.2267075,32.1402863,CROSS BAR RANCH,RSP PERMIAN LLC,83
330,-102.7573722,32.3038636,COOPWOOD EVA E,ARES ENERGY LIMITED,90
331,-102.6994916,32.3091544,RIGGAN,ARES ENERGY LIMITED,89
332,-102.7018278,32.3161936,LINDLEY C,ARES ENERGY LIMITED,77
333,-102.6962725,32.2845881,LINDLEY -A-,ARES ENERGY LIMITED,91
334,-102.7198818,32.4114692,UNIVERSITY LANDS 13 KEENE,LIME ROCK RESOURCES IV A LP,82
335,-102.6060261,32.1356869,UNIVERSITY FV,GREYSTONE PETROLEUM LLC,39
336,-102.2537189,32.2985064,MABEE 240C,COG OPERATING LIMITED LIABILITY CORP,58
337,-102.2323917,32.2875833,MABEE 240C,COG OPERATING LIMITED LIABILITY CORP,64
338,-102.418035,32.246283,UNIVERSITY LANDS DIGGER,DIAMONDBACK EXPLORATION & PROD LLC,34
339,-102.80045,32.2030056,CARMICHAEL CF,APACHE CORPORATION,93
340,-102.6244478,32.4193808,FISHER 8,LIME ROCK RESOURCES IV A LP,12
341,-102.2216528,32.1241333,CROSS BAR RANCH,RSP PERMIAN LLC,31
342,-102.80433,32.2096664,CARMICHAEL,APACHE CORPORATION,49
343,-102.6962211,32.4913875,FIRENZE,LIME ROCK RESOURCES IV A LP,24
344,-102.6219661,32.4199742,FISHER 5,LIME ROCK RESOURCES IV A LP,38
345,-102.6128778,32.3592972,SHAFTER LAKE /SAN ANDRES/ UNIT,APACHE CORPORATION,29
346,-102.6274553,32.3711183,SHAFTER LAKE /SAN ANDRES/ UNIT,APACHE CORPORATION,9
347,-102.2195318,32.359406,UNIVERSITY `7-38`,PIONEER NATURAL RESOURCES USA INC,47
348,-102.2196268,32.3593888,UNIVERSITY `7-38`,PIONEER NATURAL RESOURCES USA INC,24
349,-102.7545814,32.37143,UNIVERSITY LANDS 13 NASHUA,LIME ROCK RESOURCES IV A LP,17
350,-102.7320694,32.3312083,UNIVERSITY 13-46,SANDRIDGE EXPLORATION & PRODUCTION LLC,75
351,-102.2950394,32.4958523,UNIVERSITY LANDS 6-21 UNIT,COLGATE OPERATING LLC,96
352,-102.7984409,32.2095389,CARMICHAEL CF,APACHE CORPORATION,7
353,-102.7954642,32.5127919,LIBERTY,LIME ROCK RESOURCES IV A LP,21
354,-102.5980518,32.4541619,KENT,LIME ROCK RESOURCES IV A LP,7
355,-102.6205334,32.1880416,UNIVERSITY 17,ARES ENERGY LIMITED,57
356,-102.7310556,32.0896,BUM -A-,CONOCOPHILLIPS COMPANY,39
357,-102.4973414,32.1770988,UNIVERSITY 25 UNIT,ELEVATION RESOURCES LLC,96
358,-102.7639778,32.3480722,UNIVERSITY 13-283340,SANDRIDGE EXPLORATION & PRODUCTION LLC,89
359,-102.7368957,32.4072958,UNIVERSITY LANDS 13 OSSIPEE,LIME ROCK RESOURCES IV A LP,99
360,-102.2359672,32.2885334,MABEE 240C,COG OPERATING LIMITED LIABILITY CORP,10
361,-102.7960616,32.2103925,CARMICHAEL,APACHE CORPORATION,78
362,-102.2373081,32.1803036,SERAPHINA 4516,COG OPERATING LIMITED LIABILITY CORP,4
363,-102.2516722,32.2784611,MABEE 240C,COG OPERATING LIMITED LIABILITY CORP,30
364,-102.7060649,32.4147588,UNIVERSITY LANDS 14 CONWAY,LIME ROCK RESOURCES IV A LP,95
365,-102.5785611,32.4601583,WAYNE,LIME ROCK RESOURCES IV A LP,70
366,-102.2235528,32.3069306,MABEE LN,QEP ENERGY COMPANY,34
367,-102.7296371,32.4093309,UNIVERSITY LANDS 13 KEENE,LIME ROCK RESOURCES IV A LP,51
368,-102.7311084,32.3618714,UNIVERSITY LANDS 13 DOVER,LIME ROCK RESOURCES IV A LP,13
369,-102.5921248,32.455585,KENT,LIME ROCK RESOURCES IV A LP,76
370,-102.2332722,32.4342278,UNIVERSITY LANDS MASON UNIT,DIAMONDBACK EXPLORATION & PROD LLC,90
371,-102.2824778,32.4001472,UNIVERSITY LANDS TAWNY UNIT 8-12,DIAMONDBACK EXPLORATION & PROD LLC,32
372,-102.6064609,32.4157539,FISHER 76B,LIME ROCK RESOURCES IV A LP,9
373,-102.5985202,32.4217409,FISHER 76C,LIME ROCK RESOURCES IV A LP,30
374,-102.2509281,32.3546719,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,79
375,-102.2510219,32.3546506,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,74
376,-102.7144862,32.4127593,UNIVERSITY LANDS 14 CONWAY,LIME ROCK RESOURCES IV A LP,28
377,-102.2850772,32.3993536,UNIVERSITY LANDS TAWNY UNIT 8-12,DIAMONDBACK EXPLORATION & PROD LLC,24
378,-102.2851528,32.3993306,UNIVERSITY LANDS TAWNY UNIT 8-12,DIAMONDBACK EXPLORATION & PROD LLC,9
379,-102.809801,32.148094,THREE BAR SHALLOW UNIT,APACHE CORPORATION,17
380,-102.7288417,32.1298139,UNIVERSITY ANDREWS,CONOCOPHILLIPS COMPANY,65
381,-102.826573,32.204016,UNIVERSITY BAR 36,APACHE CORPORATION,20
382,-102.824644,32.204479,UNIVERSITY BAR 36,APACHE CORPORATION,26
383,-102.2390361,32.187525,SERAPHINA 4521,COG OPERATING LIMITED LIABILITY CORP,77
384,-102.5047528,32.1711361,UNIVERSITY 28 UNIT,ELEVATION RESOURCES LLC,21
385,-102.7294523,32.132867,UNIVERSITY ANDREWS,CONOCOPHILLIPS COMPANY,83
386,-102.239175,32.1884611,SERAPHINA 4522,OXY USA INC,40
387,-102.7790853,32.1086351,UNIVERSITY B11 `28/21`,MEWBOURNE OIL COMPANY,56
388,-102.2567167,32.3527806,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,20
389,-102.2566222,32.3528011,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,63
390,-102.6517694,32.3671333,UNIVERSITY JV 14,PACESETTER ENERGY INCORPORATED,60
391,-102.6760042,32.3679521,UNIVERSITY JV 14,PACESETTER ENERGY INCORPORATED,54
392,-102.809929,32.146474,UNIVERSITY T B (SHALLOW) UNIT A-1,APACHE CORPORATION,70
393,-102.8136358,32.1450782,UNIVERSITY TB(SHALLOW) UNIT A-1,APACHE CORPORATION,94
394,-102.2373667,32.1874722,SERAPHINA 4523,COG OPERATING LIMITED LIABILITY CORP,98
395,-102.734238,32.4368449,UNIVERSITY LANDS 13 HYPERION,LIME ROCK RESOURCES IV A LP,100
396,-102.7207125,32.4400825,UNIVERSITY LANDS 14 OBERON,LIME ROCK RESOURCES IV A LP,77
397,-102.6154656,32.419086,FISHER-GREAVES 5,LIME ROCK RESOURCES IV A LP,41
398,-102.2977096,32.4949408,UNIVERSITY LANDS 6-21 UNIT,COLGATE OPERATING LLC,85
399,-102.3851675,32.3814033,SAINT ANDREWS UNIT,OXY USA INC,17
400,-102.238358,32.1859888,SERAPHINA 4524,COG OPERATING LIMITED LIABILITY CORP,51
401,-102.8948339,32.2396919,WAPITI 12-17,ELK RIVER RESOURCES LLC,86
402,-102.2848008,32.1174008,BOHANNON24,CALLON PETROLEUM OPERATING,55
403,-102.4310222,32.3806222,SAINT ANDREWS UNIT,OXY USA INC,85
404,-102.5184192,32.1860802,UNIVERSITY 1-26,ELEVATION RESOURCES LLC,9
405,-102.7125575,32.4420207,UNIVERSITY LANDS 14 OBERON,LIME ROCK RESOURCES IV A LP,80
406,-102.5019864,32.1901062,UNIVERSITY 1-20,ELEVATION RESOURCES LLC,15
407,-102.7353471,32.3927955,UB 13-14,LIME ROCK RESOURCES IV A LP,38
408,-102.6988336,32.4452804,UNIVERSITY LANDS 14 TRITON,LIME ROCK RESOURCES IV A LP,54
409,-102.7416343,32.3893729,UNIVERSITY LANDS 13 JAFFREY,LIME ROCK RESOURCES IV A LP,44
410,-102.8132704,32.1473645,THREE BAR SHALLOW UNIT,APACHE CORPORATION,82
411,-102.2628167,32.2963639,MABEE 240C,COG OPERATING LIMITED LIABILITY CORP,81
412,-102.4298025,32.3809044,SAINT ANDREWS UNIT,OXY USA INC,91
413,-102.23547,32.4162137,UNIVERSITY 7-10 UNIT,W&T OFFSHORE INCORPORATED,2
414,-102.729057,32.4380763,UNIVERSITY LANDS 13 HYPERION,LIME ROCK RESOURCES IV A LP,48
415,-102.882475,32.4608667,FULL BAR,TEXLAND PETROLEUM LIMITED PARTNERSHIP,67
416,-102.2404869,32.1854681,SERAPHINA 4551,COG OPERATING LIMITED LIABILITY CORP,80
417,-102.2403631,32.1854994,SERAPHINA 4552,COG OPERATING LIMITED LIABILITY CORP,14
418,-102.74627,32.3734408,UNIVERSITY LANDS 13 NASHUA,LIME ROCK RESOURCES IV A LP,67
419,-102.7997139,32.2087889,CARMICHAEL SA,APACHE CORPORATION,76
420,-102.8442164,32.2214919,WAPITI 12-26,ELK RIVER RESOURCES LLC,32
421,-102.6740126,32.1400222,UNIVERSITY LANDS 10 HARMON,LIME ROCK RESOURCES IV A LP,20
422,-102.6093862,32.1456306,UNIVERSITY FV,GREYSTONE PETROLEUM LLC,66
423,-102.7177306,32.0919937,GOLDSMITH ANDECTOR UNIT,CONOCOPHILLIPS COMPANY,55
424,-102.7398375,32.4521516,ATLAS,LIME ROCK RESOURCES IV A LP,97
425,-102.2944109,32.2841014,MABEE 240B,COG OPERATING LIMITED LIABILITY CORP,24
426,-102.7251791,32.364854,UNIVERSITY LANDS 13 DOVER,LIME ROCK RESOURCES IV A LP,43
427,-102.6101306,32.2930528,WOOD 3,ARES ENERGY LIMITED,22
428,-102.8356944,32.1408444,UNIVERSITY `B11` `7`,MEWBOURNE OIL COMPANY,44
429,-102.6834146,32.1402367,UNIVERSITY LANDS 10 TRINITY,LIME ROCK RESOURCES IV A LP,5
430,-102.5753214,32.4597145,WAYNE,LIME ROCK RESOURCES IV A LP,86
431,-102.6804754,32.3668905,UNIVERSITY JV 14,PACESETTER ENERGY INCORPORATED,20
432,-102.7088134,32.4141181,UNIVERSITY LANDS 14 CONWAY,LIME ROCK RESOURCES IV A LP,92
433,-102.614257,32.1337677,UNIVERSITY 31,GREYSTONE PETROLEUM LLC,44
434,-102.717232,32.4121073,UNIVERSITY LANDS 14 CONWAY,LIME ROCK RESOURCES IV A LP,18
435,-102.2648432,32.2958478,MABEE 240C,COG OPERATING LIMITED LIABILITY CORP,22
436,-102.7375417,32.3922639,UB 13-14,LIME ROCK RESOURCES IV A LP,35
437,-102.6160015,32.4214281,FISHER A8,LIME ROCK RESOURCES IV A LP,39
438,-102.7215861,32.0904056,GOLDSMITH ANDECTOR UNIT,CONOCOPHILLIPS COMPANY,72
439,-102.7275829,32.4098356,UNIVERSITY LANDS 13 KEENE,LIME ROCK RESOURCES IV A LP,18
440,-102.2353956,32.35576,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,85
441,-102.2356583,32.3556528,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,20
442,-102.235529,32.3557021,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,36
443,-102.3977083,32.4716131,UNIVERSITY `DC` LEASE,OCCIDENTAL PERMIAN LIMITED,54
444,-102.7407105,32.1114113,UNIVERSITY ANDREWS,CONOCOPHILLIPS COMPANY,56
445,-102.8405472,32.1865139,PARKER J E,XTO ENERGY INCORPORATED,95
446,-102.8361917,32.1875326,PARKER J E,XTO ENERGY INCORPORATED,98
447,-102.6180278,32.4178944,FISHER A5,LIME ROCK RESOURCES IV A LP,5
448,-102.6189114,32.4207613,FISHER 8,LIME ROCK RESOURCES IV A LP,93
449,-102.4939972,32.1833083,UNIVERSITY 24 UNIT,ELEVATION RESOURCES LLC,94
450,-102.59802,32.1510167,UNIVERSITY FI,GREYSTONE PETROLEUM LLC,28
451,-102.6056861,32.1483444,UNIVERSITY FJ,GREYSTONE PETROLEUM LLC,33
452,-102.4910719,32.1872508,UNIVERSITY 24 UNIT,ELEVATION RESOURCES LLC,77
453,-102.228328,32.1399091,CROSS BAR RANCH,RSP PERMIAN LLC,54
454,-102.2284527,32.1398807,CROSS BAR RANCH,RSP PERMIAN LLC,99
455,-102.2299485,32.1395327,CROSS BAR RANCH,RSP PERMIAN LLC,3
456,-102.2300733,32.1395038,CROSS BAR RANCH,RSP PERMIAN LLC,45
457,-102.2316938,32.1391271,CROSS BAR RANCH,RSP PERMIAN LLC,40
458,-102.81558,32.18838,PARKER J E,XTO ENERGY INCORPORATED,12
459,-102.6150494,32.2919058,WOOD 3,ARES ENERGY LIMITED,36
460,-102.2233731,32.1410602,CROSS BAR RANCH,RSP PERMIAN LLC,58
461,-102.2234979,32.1410318,CROSS BAR RANCH,RSP PERMIAN LLC,74
462,-102.2597189,32.3963858,CARPENTER UNIVERSITY LANDS 7-20 UNIT,DIAMONDBACK EXPLORATION & PROD LLC,18
463,-102.2596258,32.3964061,UNIVERSITY LANDS CARPENTER 7-20 UNIT,DIAMONDBACK EXPLORATION & PROD LLC,22
464,-102.8311625,32.1845211,PARKER J E,XTO ENERGY INCORPORATED,22
465,-102.81908,32.18765,PARKER J E,XTO ENERGY INCORPORATED,70
466,-102.6546194,32.5174806,RIO BRAVO,PARALLEL PETROLEUM LLC,67
467,-102.654525,32.5175028,TRUE GRIT,PARALLEL PETROLEUM LLC,44
468,-102.5214972,32.1838028,UNIVERSITY 1-26 UNIT,ELEVATION RESOURCES LLC,19
469,-102.8955861,32.5205417,BILES J D,ELK MEADOWS RESOURCES LLC,16
470,-102.6269175,32.3824295,HARPOON,PACESETTER ENERGY INCORPORATED,84
471,-102.5844456,32.4588068,WAYNE B,LIME ROCK RESOURCES IV A LP,69
472,-102.5136278,32.1776139,UNIVERSITY 1-27 UNIT,ELEVATION RESOURCES LLC,79
473,-102.5260028,32.1821889,UNIVERSITY 1-26 UNIT,ELEVATION RESOURCES LLC,83
474,-102.529825,32.1813056,UNIVERSITY 1-26 UNIT,ELEVATION RESOURCES LLC,43
475,-102.81868,32.18603,PARKER J E,XTO ENERGY INCORPORATED,22
476,-102.2110194,32.4074028,UNIVERSITY 7-1726,QEP ENERGY COMPANY,69
477,-102.2109417,32.4074194,UNIVERSITY 7-1726,QEP ENERGY COMPANY,90
478,-102.7042093,32.4440182,UNIVERSITY LANDS 14 TRITON,LIME ROCK RESOURCES IV A LP,92
479,-102.558045,32.1617559,UNIVERSITY LANDS 9 MOAB,LIME ROCK RESOURCES IV A LP,35
480,-102.6828937,32.1386567,UNIVERSITY LANDS 10 LOVINGSTON,LIME ROCK RESOURCES IV A LP,18
481,-102.8776731,32.2504156,WAPITI 12-15,ELK RIVER RESOURCES LLC,18
482,-102.2658414,32.2956218,MABEE 240C,COG OPERATING LIMITED LIABILITY CORP,61
483,-102.5454278,32.1654333,UNIVERSITY 9-35,ELEVATION RESOURCES LLC,65
484,-102.8628389,32.4526444,LOGSDON C W,ELK MEADOWS RESOURCES LLC,5
485,-102.2369833,32.4327889,UNIVERSITY LANDS MASON UNIT,DIAMONDBACK EXPLORATION & PROD LLC,39
486,-102.236885,32.4328106,UNIVERSITY LANDS MASON UNIT,DIAMONDBACK EXPLORATION & PROD LLC,91
487,-102.2527514,32.3559722,UNIVERSITY 7-43,PIONEER NATURAL RESOURCES USA INC,70
488,-102.2526106,32.3560042,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,83
489,-102.7282944,32.0888917,BUM -A-,CONOCOPHILLIPS COMPANY,6
490,-102.7283389,32.089025,BUM -A-,CONOCOPHILLIPS COMPANY,64
491,-102.2181418,32.3575064,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,9
492,-102.2182836,32.3574783,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,88
493,-102.2184258,32.3574501,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,19
494,-102.6227541,32.3889751,CAPTAIN AHAB HARPOON,PACESETTER ENERGY INCORPORATED,39
495,-102.6939306,32.1448944,UNIVERSITY LANDS 10 NELSON,LIME ROCK RESOURCES IV A LP,44
496,-102.5076806,32.1876639,UNIVERSITY 1-20,ELEVATION RESOURCES LLC,72
497,-102.5078417,32.1693806,UNIVERSITY 1-28A UNIT,ELEVATION RESOURCES LLC,62
498,-102.5082389,32.1931778,UNIVERSITY 1-20,ELEVATION RESOURCES LLC,25
499,-102.5891111,32.4879639,THOROUGHBRED 11,CROWNQUEST OPERATING LLC,4
500,-102.5887611,32.4869056,OFFSHOOT 20,CROWNQUEST OPERATING LLC,100
501,-102.8010727,32.2028539,CARMICHAEL SA,APACHE CORPORATION,87
502,-103.0296412,32.5097261,WFM RANCH 23,FORGE ENERGY LLC,80
503,-102.8809222,32.5096944,BILES J D 12E,ELK MEADOWS RESOURCES LLC,80
504,-102.6652167,32.522525,EL DORADO,PARALLEL PETROLEUM LLC,4
505,-102.9005889,32.2383,WAPITI 12-17,ELK RIVER RESOURCES LLC,70
506,-102.4754269,32.1990647,UNIVERSITY 1-22 UNIT,ELEVATION RESOURCES LLC,90
507,-102.2688806,32.4775611,UNIVERSITY 6-24 UNIT,W&T OFFSHORE INCORPORATED,74
508,-102.7262803,32.4387593,UNIVERSITY LANDS 14 OBERON,LIME ROCK RESOURCES IV A LP,34
509,-102.9010283,32.1569478,RATLIFF & BEDFORD,OCCIDENTAL PERMIAN LIMITED,93
510,-102.2544475,32.3519692,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,8
511,-102.2543067,32.3520011,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,83
512,-102.2541661,32.3520336,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,52
513,-102.740033,32.1115901,UNIVERSITY ANDREWS,CONOCOPHILLIPS COMPANY,69
514,-103.0559944,32.1885517,DOLLARHIDE NORTH UNIT,OXY USA WTP LP,43
515,-102.2589083,32.5019667,UNIVERSITY 6-11 UNIT,W&T OFFSHORE INCORPORATED,75
516,-103.0407428,32.5076878,MONUMENT 4,OPAL RESOURCES OPERATING CO LLC,17
517,-102.4850944,32.21245,UNIVERSITY 1-10 UNIT,ELEVATION RESOURCES LLC,39
518,-102.2172663,32.4580915,UNIVERSITY 6-40 UNIT,W&T OFFSHORE INCORPORATED,31
519,-102.2314754,32.139178,CROSS BAR RANCH,RSP PERMIAN LLC,16
520,-102.2184222,32.4806361,UNIVERSITY 6-16/26/27 UNIT,W&T OFFSHORE INCORPORATED,91
521,-102.2183597,32.4806495,UNIVERSITY 6-16/26/27 UNIT,W&T OFFSHORE INCORPORATED,79
522,-102.9021378,32.5112328,BARROW 8C,ELK MEADOWS RESOURCES LLC,94
523,-102.2568607,32.298567,MABEE 240C,COG OPERATING LIMITED LIABILITY CORP,6
524,-102.4718832,32.1692666,UNIVERSITY 1-30 UNIT,ZARVONA ENERGY LLC,64
525,-102.4840361,32.1909028,UNIVERSITY 1-24 SOUTH UNIT,ELEVATION RESOURCES LLC,3
526,-102.2555891,32.3973293,UNIVERSITY LANDS CARPENTER 7-20 UNIT,DIAMONDBACK EXPLORATION & PROD LLC,80
527,-102.2554958,32.3973517,CARPENTER UNIVERSITY LANDS 7-20 UNIT,DIAMONDBACK EXPLORATION & PROD LLC,18
528,-102.2280513,32.3578015,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,88
529,-102.2279088,32.3578266,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,78
530,-102.2277664,32.3578519,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,44
531,-102.5458611,32.1553222,UNIVERSITY 9-35,ELEVATION RESOURCES LLC,97
532,-102.240423,32.34169,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,36
533,-102.2402825,32.3417217,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,87
534,-102.240141,32.341754,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,12
535,-102.5940528,32.1610167,UNIVERSITY 9-28 WEST UNIT,ELEVATION RESOURCES LLC,96
536,-102.5815852,32.1411405,UNIVERSITY LANDS 9 SEDONA,LIME ROCK RESOURCES IV A LP,23
537,-102.2334306,32.4439111,UNIVERSITY LANDS MASON EAST UNIT,DIAMONDBACK EXPLORATION & PROD LLC,97
538,-102.2333361,32.4439306,UNIVERSITY LANDS MASON EAST UNIT,DIAMONDBACK EXPLORATION & PROD LLC,65
539,-102.2332417,32.4439528,UNIVERSITY LANDS MASON EAST UNIT,DIAMONDBACK EXPLORATION & PROD LLC,33
540,-102.638307,32.5043466,AUGUSTUS,RING ENERGY INCORPORATED,11
541,-102.6292711,32.5065191,CAESAR,RING ENERGY INCORPORATED,98
542,-102.66242,32.379576,UNIVERSITY JV 14,PACESETTER ENERGY INCORPORATED,66
543,-102.6707682,32.3775963,UNIVERSITY JV 14,PACESETTER ENERGY INCORPORATED,12
544,-102.234664,32.354312,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,42
545,-103.0629241,32.5092678,WFM RANCH 25,FORGE ENERGY LLC,37
546,-102.7410198,32.1325092,UNIVERSITY -U-,BURLESON PETROLEUM INC,28
547,-102.248811,32.294191,MABEE 240C,COG OPERATING LIMITED LIABILITY CORP,60
548,-102.248951,32.294158,MABEE 240C,COG OPERATING LIMITED LIABILITY CORP,16
549,-102.6712787,32.1423289,UNIVERSITY LANDS 10 HARMON,LIME ROCK RESOURCES IV A LP,20
550,-102.6907889,32.1445022,UNIVERSITY LANDS 10 BETHY,LIME ROCK RESOURCES IV A LP,60
551,-103.0611611,32.1900639,DOLLARHIDE NORTH UNIT,OXY USA WTP LP,30
552,-103.0525417,32.1900667,DOLLARHIDE NORTH UNIT,OXY USA WTP LP,27
553,-103.048,32.1900583,DOLLARHIDE NORTH UNIT,OXY USA WTP LP,48
554,-103.0440361,32.1900667,DOLLARHIDE NORTH UNIT,OXY USA WTP LP,96
555,-103.0397472,32.1900806,DOLLARHIDE NORTH UNIT,OXY USA WTP LP,16
556,-102.4829341,32.13415,UNIVERSITY 1-36 UNIT,ZARVONA ENERGY LLC,7
557,-102.5087194,32.1647,UNIVERSITY 1-27 SOUTH UNIT,ELEVATION RESOURCES LLC,54
558,-102.6496889,32.520375,LUCKY TEXAN,PARALLEL PETROLEUM LLC,85
559,-102.6326239,32.5057163,CLAUDIUS,RING ENERGY INCORPORATED,2
560,-102.5936061,32.4857623,OFFSHOOT 20,CROWNQUEST OPERATING LLC,55
561,-102.4875977,32.1330637,UNIVERSITY 1-36 UNIT,ZARVONA ENERGY LLC,27
562,-102.5989075,32.484479,OFFSHOOT 20,CROWNQUEST OPERATING LLC,69
563,-102.6048278,32.5134928,HADRIAN,RING ENERGY INCORPORATED,37
564,-102.6084582,32.512351,VENUS,RING ENERGY INCORPORATED,46
565,-102.6410569,32.5036854,DIANA,RING ENERGY INCORPORATED,79
566,-102.7161159,32.4132012,UNIVERSITY 14Q,RING ENERGY INCORPORATED,7
567,-102.62163,32.5083586,CERES,RING ENERGY INCORPORATED,99
568,-102.483356,32.2117856,UNIVERSITY LANDS G 1-15 UNIT,ELEVATION RESOURCES LLC,61
569,-103.0593806,32.1880194,BULLHEAD 6,OPAL RESOURCES OPERATING CO LLC,71
570,-102.2346222,32.4151806,UNIVERSITY LANDS MASON WEST UNIT,DIAMONDBACK EXPLORATION & PROD LLC,99
571,-102.2347167,32.4151592,UNIVERSITY LANDS MASON WEST UNIT,DIAMONDBACK EXPLORATION & PROD LLC,47
572,-102.6461692,32.4751598,UNDERWOOD C,RING ENERGY INCORPORATED,72
573,-102.5526111,32.1260056,UNIVERSITY LANDS G 9-46 UNIT,ELEVATION RESOURCES LLC,26
574,-102.9032012,32.5052998,CULLEN,TEXLAND PETROLEUM LIMITED PARTNERSHIP,8
575,-102.5922694,32.5175667,CHAPARRAL,PARALLEL PETROLEUM LLC,59
576,-102.6130978,32.4971646,PERSEPHONE,RING ENERGY INCORPORATED,41
577,-102.6132742,32.5187701,PROSERPINA,RING ENERGY INCORPORATED,70
578,-94.712282,31.4436246,CAMERON B GAS UNIT,C W RESOURCES INCORPORATED,2
579,-94.712282,31.4436246,CAMERON `B`,C W RESOURCES INCORPORATED,25
